patent_number,patent_date,patent_year,patent_title,patent_abstract,patent_kind,patent_type,patent_num_us_patent_citations,patent_num_us_application_citations
11164574,2021-11-02,2021,Conversational agent generation,"One embodiment provides a method, including: obtaining a plurality of conversational logs; generating a human agent emulator and a user emulator; providing a workspace for a conversational agent, so that an agent designer generates a conversational specification for the conversational agent, wherein the generating a conversational specification comprises: receiving a selection, by the agent designer, of at least one intent for the conversational agent, wherein the receiving a selection is responsive to the conversational agent workspace providing suggestions for intents; providing at least one suggestion for a dialog node that corresponds to the selected at least one intent; and generating a dialog flow for the conversational agent, wherein the generating comprises iteratively receiving, from the agent designer, selection of at least one aspect and receiving at least one selection of the at least one suggestion for dialog nodes; and providing the conversational agent.",B2,utility,1,4
11164577,2021-11-02,2021,Conversation aware meeting prompts,The present technology pertains to a voice assistant configured for use in a meeting room environment where the voice assistant can learn speech parameters for a meeting taking place in the meeting room environment. The voice assistant can use the speech parameters to deliver proactive notifications in a manner that is less intrusive to the conversation in the meeting.,B2,utility,3,14
11164585,2021-11-02,2021,Systems and methods for virtual assistant routing,"Systems, methods and software are disclosed for processing requests from users of an infotainment system. The method includes receiving a request from a user of the infotainment system. The method includes determining a domain for the received request based on information contained in the received request. The domain specifies one or more categories for the request. The method includes routing the received request to a virtual assistant assigned to handle requests for the determined domain. The virtual assistant is one of a plurality of virtual assistants respectively assigned to handle requests for a plurality of respectively assigned domains. The method includes transmitting a response to the request to the user.",B2,utility,6,13
11165725,2021-11-02,2021,Messaging in a real-time chat discourse based on emotive cues,"Aspects of the present invention disclose a method, computer program product, and system for generating messages in a real-time chat discourse. The method includes one or more processors identifying user profile data associated with a user engaged in a real-time chat discourse with a chatbot. The method further includes one or more processors analyzing the real-time chat discourse between the user and the chatbot. The method further includes one or more processors determining a baseline emotive level for the real-time chat discourse based on the user profile data and the analysis of the real-time chat discourse. The method further includes one or more processors determining real-time emotion information of messages of the user in the real-time chat discourse. The method further includes one or more processors determining whether the real-time emotion information deviates from the determined baseline emotive level.",B1,utility,4,11
11169616,2021-11-09,2021,Raise to speak,"Systems and processes for operating an intelligent automated assistant are provided. An example process includes detecting input representing motion of an electronic device and sampling an audio input with a microphone of the electronic device. The example process further includes determining, based on the audio input and the input representing motion of the electronic device, whether to initiate a virtual assistant session. In accordance with a determination to initiate the virtual assistant session, the example process includes initiating the virtual assistant session. In accordance with a determination not to initiate the virtual assistant session, the example process includes forgoing initiating the virtual assistant session.",B2,utility,890,2320
11169668,2021-11-09,2021,Selecting an input mode for a virtual assistant,"Methods, systems, and apparatus for selecting an input mode are described. In one aspect, a method includes receiving request data specifying a request to launch a virtual assistant application from a lock screen of a mobile device. In response to receiving the request data, input signals are obtained. A selection of an input mode for the virtual assistant application is made, from candidate input modes, based on the input signals. Each candidate input mode is of an input type different from each other input type of each other candidate input mode. The input types include an image type and an audio type. The input mode of the image type receives pixel data for input to the virtual assistant application. The input mode of the audio type receives audio input for the virtual assistant application. The virtual assistant application presents content selected based on input signals received using the selected input mode.",B2,utility,9,85
11170161,2021-11-09,2021,Generating conversation models from documents,"Methods and systems for generating conversation models from documents are described herein. A system may receive a document and generate a conversation model that may be deployed by a chatbot or other automated agent (e.g., voice assistant, messenger bot, etc). The chatbot may use the conversation model to engage in a conversation with a user and obtain information from the user to complete the document. The system may generate questions to ask the user based on text in the document that indicates a request for information. Additionally, the system may provide instructions to a user via a chatbot. The instructions may be generated based on text in the document that explains how to fill out the document.",B2,utility,0,7
11170174,2021-11-09,2021,Conversational AI using adaptive dialogs,"A computer-executed conversational system utilizing adaptive dialogs to provide dynamic modification of a conversation structure. The adaptive dialogs facilitate an adaptive and dynamic way to model conversations. A conversational rule may be associated with a trigger received at an adaptive dialog. The conversational rule may populate a plan with steps to provide the conversational structure of the conversational system. Modifying triggers may be received that allow conversational rules to amend the plan including adding steps, removing steps, or modifying steps from the plan. The adaptive dialogs and/or components thereof may be provided as constructible elements in a platform for building a bot such as a developer Software Development Kit (SDK) or the like. In turn, sophisticated conversational modeling may be conveniently facilitated to provide features such as a dialog dispatcher, the ability to handle interruptions, and to build a pluggable, extensible conversational system.",B2,utility,7,5
11170285,2021-11-09,2021,Virtual assistant configured to recommended actions in furtherance of an existing conversation,"A system is described that determines, based on information associated with a user of a computing device, an event for initiating an interaction between the user and an assistant executing at the computing device. The system selects, based on the event and from a plurality of actions performed by the assistant, at least one action associated with the event. The system determines, based on the at least one action, whether to output a notification of the event which includes an indication of the event and a request to perform the at least one action associated with the event. Responsive to determining to output the notification of the event, the system sends, to the assistant, the notification of the event for output during the interaction between the user and the assistant.",B2,utility,2,8
11170286,2021-11-09,2021,Holographic virtual assistant,"Implementations are directed to methods for providing an enhanced encounter via a holographic virtual assistant, including detecting, by one or more processors, an encounter request from a user, selecting a first encounter including a first holographic representation and a first dialog output, providing the first encounter for presentation to the user on the holographic virtual assistant, receiving, from the user, a first user reaction, the first user reaction including a first user dialog input and a first user engagement input, and training, using the first user reaction, a conversational goal model.",B2,utility,3,8
11170774,2021-11-09,2021,Virtual assistant device,"A device includes a screen and one or more processors configured to provide, at the screen, a graphical user interface (GUI) configured to display data associated with multiple devices on the screen. The GUI is also configured to illustrate a label and at least one control input for each device of the multiple devices. The GUI is also configured to provide feedback to a user. The feedback indicates that a verbal command is not recognized with an action to be performed. The GUI is also configured to provide instructions for the user on how to teach the one or more processors which action is to be performed in response to receiving the verbal command.",B2,utility,4,15
11175792,2021-11-16,2021,Systems and methods for interactive conversational graphical user interfaces,"Provided herein are exemplary systems, methods and interactive conversational graphical user interfaces, including a networked computing device comprising a processor and a display screen, the computing device configured to dynamically display a specific, structured interactive conversational graphical user interface paired with a prescribed functionality directly related to the interactive conversational graphical user interface's structure. The networked computing device may be a networked server having a processor and communicatively coupled to the computing device, the networked server including a user identification mechanism to identify a user of the networked computing device. The networked server may further include a profile for the user and a sponsorship engine configured to send an advertising icon to the user.",B2,utility,3,27
11175888,2021-11-16,2021,Media playback system with concurrent voice assistance,"Example techniques involve invoking voice assistance for a media playback system. In some embodiments, a NMD stores in memory a set of command information comprising a listing of playback commands and associated command criteria. The NMD captures a voice input and detects inclusion, within the voice input, of one or more particular playback commands from among the playback commands in the listing. In response, the NMD selects a local voice assistant that supports (a) one or more additional playback commands relative to a cloud-based VAS and (b) fewer non-playback commands relative to the cloud-based VAS, determines, via the local voice assistant, an intent in the captured voice input, and performs a response to the determined intent. The NMD foregoes selection of the cloud-based VAS when the local voice assistant is selected.",B2,utility,279,569
11176466,2021-11-16,2021,Enhanced conversational bots processing,"An approach for enhancing user communication with a chatbot is provided. In an embodiment, a communication from a user using a chatbot application is received. One or more intents related to the user communication are identified, with each intent having a respective confidence score. Further, any number of attributes related to the user communication are extracted. If multiple viable intents are found (e.g., intents having a confidence score exceeding a predefined threshold), then relationships between the extracted attributes are derived to establish a context. Based on the context, a disambiguation question is generated to clarify an actual intent of the user.",B2,utility,3,14
11176598,2021-11-16,2021,Artificial intelligence and machine learning based conversational agent,"In some examples, artificial intelligence and machine learning based conversational agent may include ascertaining, based on a chat conducted with a conversational chatbot, a request by a user to purchase a product, and an attribute associated with the user. An intent associated with the user to purchase the product may be generated. Further, a catalog that includes a plurality of products that match the request by the user to purchase the product may be generated. Selection of a product from the plurality of products may be received. Identification of a quantity associated with the selected product may be received. A purchase request may be generated. A purchase order associated with the selected product may be generated. Further, based on the purchase order associated with the selected product, the selected product may be procured for the user.",B2,utility,7,8
11176757,2021-11-16,2021,Mission driven virtual character for user interaction,"An augmented reality (AR) display device can display a virtual assistant character that interacts with the user of the AR device. The virtual assistant may be represented by a robot (or other) avatar that assists the user with contextual objects and suggestions depending on what virtual content the user is interacting with. Animated images may be displayed above the robot's head to display its intents to the user. For example, the robot can run up to a menu and suggest an action and show the animated images. The robot can materialize virtual objects that appear on its hands. The user can remove such an object from the robot's hands and place it in the environment. If the user does not interact with the object, the robot can dematerialize it. The robot can rotate its head to keep looking at the user and/or an object that the user has picked up.",B2,utility,1,23
11176931,2021-11-16,2021,Conversational bookmarks,"A computer-implemented technique is described for enabling a user to create a conversational bookmark in the course of the user's interaction with a BOT. The bookmark designates a particular juncture in the user's interaction with the BOT. When the user later invokes the bookmark, the computer-implemented technique resumes the user's interaction with the BOT, starting at the particular juncture. The technique can accomplish the above functions in a BOT-independent manner (which does not involve changes to the BOT) or a BOT-dependent manner (which involves changes to the BOT). The technique can also be extended to a task of creating and activating bookmarks in the course of a conversation among two or more humans.",B2,utility,1,14
11176940,2021-11-16,2021,Relaying availability using a virtual assistant,"Technologies are disclosed for relaying availability information using a virtual assistant. The virtual assistant can serve as a personal assistant to a user and receive and provide availability information associated with a user. The availability information may include information such as, but not limited to location information about the user, timing information, (e.g., a time the user left), message information (e.g., a message left by the user, a message left by a person looking for the user, . . . ), and the like. The availability information that is provided by the virtual assistant may be different depending on the identity of the requesting user. The virtual assistant may also record messages from requesting users that may be provided to the user upon return and/or while the user is away (e.g., via email, text message, instant message, phone call, and the like).",B1,utility,6,18
11176942,2021-11-16,2021,Multi-modal conversational agent platform,"A method includes receiving data characterizing an utterance of a query associated with a tenant; providing, to an automated speech recognition engine, the received data and a profile selected from a plurality of profiles based on the tenant, the profile configuring the automated speech recognition engine to process the received data; receiving, from the automated speech recognition engine, a text string characterizing the query; and processing, via an ensemble of natural language agents configured based on the tenant, the text string characterizing the query to determine a textual response to the query, the textual response including at least one word from a first lexicon associated with the tenant. Related systems, methods, apparatus, and computer readable mediums are also described.",B2,utility,5,25
11176945,2021-11-16,2021,Healthcare systems and methods using voice inputs,"A voice-enabled digital communications assistant powered in part using tailored machine learning models and other algorithms is used to engage with and control one or more healthcare devices or instruments such that a user is able to control the devices or instruments using natural language, conversational-like, voice commands. A command processor processes the audible instructions, while a context-aware processor monitors the present states and conditions of all devices and instruments, as well as the environment, for situational awareness purposes, including situations where executing commands may be incompatible with or conflict with the present states or conditions of devices and instruments as well as their expected future states. In addition to speech responses by the digital assistant, a separate notification engine provides audible or visual feedback to the user.",B2,utility,3,10
11178084,2021-11-16,2021,Systems and methods for including enriched calling information in rich communications services (RCS) messaging,"A messaging platform may send, based on a query, information identifying one or more virtual assistants to a user device. The messaging platform may receive, from the user device, a response identifying a particular virtual assistant, of the one or more virtual assistants, wherein the virtual assistant is associated with an organization. The monitoring platform may send, to the user device, information related to the particular virtual assistant and may communicate, via the particular virtual assistant, with the user device via a rich communications services (RCS) communication session. The messaging platform may receive, from another device associated with the organization, a request to communicate with the user device and may convert the request into an RCS message. The messaging platform may send, via a server device, the RCS message to the user device to allow the user device to perform one or more actions.",B2,utility,0,1
11181980,2021-11-23,2021,Natural human-computer interaction for virtual personal assistant systems,"Technologies for natural language interactions with virtual personal assistant systems include a computing device configured to capture audio input, distort the audio input to produce a number of distorted audio variations, and perform speech recognition on the audio input and the distorted audio variants. The computing device selects a result from a large number of potential speech recognition results based on contextual information. The computing device may measure a user's engagement level by using an eye tracking sensor to determine whether the user is visually focused on an avatar rendered by the virtual personal assistant. The avatar may be rendered in a disengaged state, a ready state, or an engaged state based on the user engagement level. The avatar may be rendered as semitransparent in the disengaged state, and the transparency may be reduced in the ready state or the engaged state. Other embodiments are described and claimed.",B2,utility,36,60
11182538,2021-11-23,2021,Conversational user interface logic for cross-application ingestion and restructuring of content,A content generation computing system includes content generating application logic. The content generating application logic runs a first content generation application to generate content. Conversational user interface (UI) logic generates a content identifying user interaction output for user identification of source content in a source document for ingestion into a document that is being generated. The system automatically restructures the ingested content based upon the content generation application into which it is being ingested.,B2,utility,18,51
11183183,2021-11-23,2021,Systems and methods of operating media playback systems having multiple voice assistant services,"Systems and methods for managing multiple voice assistants are disclosed. Audio input is received via one or more microphones of a playback device. A first activation word is detected in the audio input via the playback device. After detecting the first activation word, the playback device transmits a voice utterance of the audio input to a first voice assistant service (VAS). The playback device receives, from the first VAS, first content to be played back via the playback device. The playback device also receives, from a second VAS, second content to be played back via the playback device. The playback device plays back the first content while suppressing the second content. Such suppression can include delaying or canceling playback of the second content.",B2,utility,276,571
11183188,2021-11-23,2021,Voice assistant-enabled web application or web page,"Various embodiments discussed herein enable applications to seamlessly contribute to executing voice commands of users via voice assistant functionality. In response to receiving a user request to open an application or web page, the application can request and responsively receive a voice assistant runtime component along with the application or web page. The application, using a particular universal application interface component can compile or interpret the voice assistant runtime component from a source code format to an intermediate code format. In response to the application or web page being rendered and the detection of a key word or phrase, the application can activate voice assistant command execution functionality. The user can issue a voice command after which the application along with specific services can help execute the voice command.",B2,utility,0,5
11183193,2021-11-23,2021,Digital assistant hardware abstraction,"This relates to intelligent automated assistants and, more specifically, to intelligent context sharing and task performance among a collection of devices with intelligent automated assistant capabilities. An example method includes, at a first electronic device participating in a context-sharing group associated with a first location: receiving a user voice input; receiving, from a context collector, an aggregate context of the context-sharing group; providing at least a portion of the aggregate context and data corresponding to the user voice input to a remote device; receiving, from the remote device, a command to perform one or more tasks and a device identifier corresponding to a second electronic device; and transmitting the command to the second electronic device based on the device identifier, wherein the command causes the second electronic device to perform the one or more tasks.",B1,utility,2,44
11183203,2021-11-23,2021,Neural representation of automated conversational agents (chatbots),"Embodiments of the present systems and methods may provide techniques by which bots may be analyzed using improved representations of bot structure and a means of assessing conversational quality that may provide improved efficiency. For example a method may comprise training, at a computer system comprising a processor, memory accessible by the processor, and computer program instructions stored in the memory and executable by the processor, a neural network model to learn representations that capture characteristics of the graphs of chatbots, wherein the captured characteristics include at least a content-based representation based on user utterances that are relevant to the nodes and based on the chatbot response for the nodes.",B2,utility,4,3
11184298,2021-11-23,2021,Methods and systems for improving chatbot intent training by correlating user feedback provided subsequent to a failed response to an initial user intent,"Embodiments for managing chatbots are provided. Chatbot interaction information is received. At least one chatbot interaction within the received chatbot interaction information is identified. The at least one identified chatbot interaction includes an initial utterance provided by a user, an unsuccessful response generated responsive to the initial utterance, a subsequent utterance provided by the user, and a successful response generated responsive to the subsequent utterance. The successful response is associated with a chatbot intent. A confidence score for associating the initial utterance with utilization of the chatbot intent by a chatbot is calculated.",B2,utility,19,80
11184645,2021-11-23,2021,Temporary configuration of a media playback system within a place of accommodation,"Example techniques may involve temporary configuration of a media playback system in a place of accommodation, such as a hotel. In particular, the media playback system in a guest's room is configured with one or more settings of the guest's home media playback system. Example settings include user accounts of a various services, such as streaming audio services and/or voice assistant services. Other example settings include artists, albums, audio tracks, audio books, stations, and other audio content that the guest previously designated as a favorite using their home media playback system. When the guest leaves (e.g., checks-out of) of the place of accommodation, these settings are removed from the media playback system in the guest's room.",B2,utility,33,13
11188289,2021-11-30,2021,Identification of preferred communication devices according to a preference rule dependent on a trigger phrase spoken within a selected time from other command data,"In one example of the disclosure, volume level information is obtained for each of a set of connected communication devices that include a microphone and a speaker. The obtained volume level information is analyzed to determine the volume level information is indicative of a spoken trigger phrase. A preferred communication device among the set of communication devices is identified according to an audio preference rule. The preferred communication device can engage in transactions with a virtual assistant service such that a user spoken data other than the trigger phrase is detected within a selected time of the trigger phrase, and a response is provided to the combination of the trigger phrase and the user spoken data.",B2,utility,3,10
11188629,2021-11-30,2021,Personal voice assistant authentication,"Techniques are described herein for authenticating a personal voice assistant using an out-of-band speakable credential. In various embodiments, a user of a mobile application (112) executing on a first client device (104) may be authenticated (302) with a service (110) that executes on server(s) (108) and is configured to interact with personal voice assistant(s). Based on the authenticating, a speakable credential may be provided (304) to the first client device. The providing may trigger the first client device to provide, as output using output device(s) of the first client device, the speakable credential. Data generated in response to an utterance of the speakable credential received at a second client device may be received (306), from a personal voice assistant (106) associated with the second client device (102). The data may be matched (308) to the speakable to authenticate (310) the personal voice assistant with the service.",B2,utility,1,11
11188808,2021-11-30,2021,Indicating a responding virtual assistant from a plurality of virtual assistants,"A method for indicating a responding virtual assistant from one of a plurality of virtual assistants is disclosed. The method includes receiving a spoken query from a user of an electronic device. The method includes determining whether the spoken query addresses a particular one of a plurality of virtual assistants on the electronic device. The method includes polling a first set of the virtual assistants with the spoken query in response to the spoken query not addressing a particular one of the plurality of virtual assistants. The method further includes presenting a response to the spoken query with an indicator of a virtual assistant providing the response. An apparatus and computer program product are also disclosed, which perform the method.",B2,utility,0,7
11189267,2021-11-30,2021,Intelligence-driven virtual assistant for automated idea documentation,"An intelligence-driven virtual assistant for automated documentation of new ideas is provided. During a brainstorming session, one or more user participants may discuss and identify one or more ideas. Such ideas may be tracked, catalogued, analyzed, developed, and further expanded upon through use of an intelligence-driven virtual assistant. Such virtual assistant may capture user input data embodying one or more new ideas and intelligently process the same in accordance with creativity tool workflows. Such workflows may further guide development and expansion upon a given idea, while continuing to document, analyze, and identify further aspects to develop and expand.",B2,utility,15,34
11189279,2021-11-30,2021,Activation management for multiple voice assistants,"A system and method include detection of a user utterance of one of plurality of voice keywords, each of the plurality of voice keywords associated with a respective voice assistant application, determination, in response to the detection of the one of the plurality of respective voice keywords, of whether any of the plurality of voice assistant applications are designated as uninterruptable, and, if it is determined that none of the plurality of voice assistant applications are designated as uninterruptable, activation of the one of the plurality of voice assistant applications associated with the detected keyword.",B2,utility,0,8
11189280,2021-11-30,2021,Securing voice assistant data,Disclosed are various approaches for encrypting a voice based response to a request through a voice assistant device. The request is associated with a network or federated service. A tunnel speaker containing a private key can decrypt the encrypted response using a private key provided to the tunnel speaker by a client application on a client device.,B2,utility,2,4
11189291,2021-11-30,2021,Staged user enrollment using audio devices,"Disclosed are various embodiments for staged user enrollment using audio devices. In one embodiment, among others, a system includes a computing device and program instructions. The program instructions can cause the computing device to receive a configuration profile for configuring a client device. The configuration profile includes a device policy associated with an organizational group. The program instructions can further cause the computing device to generate a sound payload based on encoding the configuration profile onto a sound signal. A request is received a request from a voice assistant service for configuring the client device. The request is associated with configuring the client device according to the device policy. The sound payload is transmitted to the voice service for broadcasting from a speaker device. The sound payload is broadcast within an audible distance of the client device.",B2,utility,2,9
11190464,2021-11-30,2021,Customer care training using chatbots,"A system, computer program product, and method are disclosed. In an approach to train customer service agent using chatbots. The method includes training a chatbot for a customer chat simulation based on a customer service conversation data, a task scenario, and a customer persona. The method also includes monitoring an interaction between a customer service agent and the chatbot. The method further includes determining an assessment of the performance of the customer service agent based on the interaction between the customer service agent and the chatbot. The method additionally includes generating feedback for the customer service agent based on the assessment of the performance of the customer service agent.",B2,utility,5,13
11190465,2021-11-30,2021,Displaying data sets responsive to natural language messages received by chatbots,"An aspect of the present disclosure facilitates processing of natural language (NL) messages. In one embodiment, upon receiving a NL message from a user directed to a chatbot operational in a digital processing system, a data set pertinent for responding to the NL message is formed. An interactive widget that facilitates examination of the formed data set in different views is constructed and sent for display as a response to the NL message. Accordingly, when the interactive widget is displayed (on a display unit), the user is facilitated to examine the data set (pertinent to the NL message) in different views by interacting with the interactive widget.",B2,utility,5,14
11190466,2021-11-30,2021,Configuring a chatbot with remote language processing,A chatbot designer user interface (UI) has a visual authoring canvas that shows visual elements indicative of a logical flow of processing in a chatbot application. The designer UI receives an authoring input identifying a language processing system that is to be used during runtime. The chatbot application is configured to use the identified language processing system.,B2,utility,5,20
11190643,2021-11-30,2021,Automated redistribution of queries to underutilized channels,"Aspects of the disclosure relate to automated redistribution of queries to underutilized channels. A computing platform may monitor user traffic for one or more customer service communication channels. Subsequently, the computing platform may identify estimated wait times for a plurality of users to be served via the one or more channels. Then, the computing platform may initiate, via an intelligent virtual assistant, a communication with a given user of the plurality of users. Then, the computing platform may receive, via the intelligent virtual assistant, one or more attributes of a query of the given user. Then, the computing platform may select a channel of the one or more channels. Then, the computing platform may provide, to an enterprise agent associated with the selected channel, the one or more attributes of the query. Subsequently, the computing platform may direct the given user to the selected channel.",B1,utility,8,8
11194916,2021-12-07,2021,Intelligent personal assistant deactivation,"A system and method for mitigating risks when a company employee logs in to the company server from a remote location such as her home office, a hotel room or a public location such as a coffee shop. The system mitigates any risks by ensuring that voice-activated functions such as IPAs on intelligent listening devices are disabled while the employee is working from the remote location.",B1,utility,0,4
11194973,2021-12-07,2021,Dialog response generation,"A system that can engage in a dialog with a user may select a system response to a user input based on how the system estimates a user may respond to a potential system response. Models may be trained to evaluate a potential system response in view of various available data including dialog history, entity data, etc. Each model may score the potential system response for various qualitative aspects such as whether the response is likely to be comprehensible, on-topic, interesting, likely to lead to the dialog continuing, etc. Such scores may be combined to other scores such as whether the potential response is coherent or engaging. The models may be trained using previous dialog/chatbot evaluation data. At runtime the scores may be used to select a system response to a user input as part of the dialog.",B1,utility,7,13
11195509,2021-12-07,2021,System and method for interactive virtual assistant generation for assemblages,"Methods for interactive virtual assistant generation for assemblages are performed by systems and devices. Representations of existing assembly manuals of assemblages are received by a host service. The representations are received from users in the form of captured images and retrieved from websites of assemblage suppliers. The host service extracts information from representations including text and illustrations, and generates instructions including a first set of assembly instructions from the information and an instruction model, and a second set of prompt-response instructions from the information and a language model. The host service generates interactive smart manuals of assemblages using the first and second sets. Interactive smart manuals may be instances of virtual digital assistants specific to the assemblage. A user executes an interactive smart manual via a user interface (UI) and provides natural language prompts via the UI causing navigation through the manual.",B2,utility,0,6
11195532,2021-12-07,2021,Handling multiple intents in utterances,"The present disclosure relates to chatbot systems, and more particularly, to techniques for detecting that there are multiple intents represented in an utterance and then matching each detected intent to an intent associated with a chatbot in a chatbot system. In certain embodiments, a chatbot system receives an utterance from a user. A language of the utterance is determined and a set of rules identified for the language of the utterance. The utterance is parsed to extract information relating to the sentence structure of the utterance. The set of one or more rules is used to (1) determine whether the utterance is formed of two or more parts that each correspond to a separate intent of a user, and (2) split the utterance into the two or more parts for separate processing including matching of each user intent to an intent configured for a chatbot.",B2,utility,8,15
11196685,2021-12-07,2021,"Method, system and apparatus for centralized augmentation of autonomous message handling","A computing device executing a chatbot application stores primary classification data in a memory; the primary classification data includes records each containing a primary class attribute and corresponding primary response data. The device obtains and stores, from a central repository, a copy of secondary classification data including records each containing a secondary class attribute and corresponding secondary response data. The device receives a message from a client device, and determines whether the message matches any of the primary class attributes. When the message does not match any of the primary class attributes, the device determines whether the message matches any of the secondary class attributes. Based on a match between the message and one of the secondary class attributes, the device selects secondary response data corresponding to the one of the secondary class attributes; and transmits a response to the client device, including the selected secondary response data.",B2,utility,1,10
11196686,2021-12-07,2021,Chatbot context setting using packet capture,"In embodiments described herein, a chatbot is provided for engaging in a chatbot session with one or more computing devices. The chatbot session can be for providing technical support to or for a system or device. Data is collected from networking devices such as access points and, in turn, processed to obtain context data. The context data that is relevant to a chatbot session is provided to the chatbot and, in turn, the chatbot customizes its communications based on the context data.",B2,utility,1,7
11196688,2021-12-07,2021,Auto-initiated messaging chat,"An autonomous chat bot monitors actions of users on a messaging platform and generates self-initiated chat sessions with the user to gauge users' interest and intent with respect to a target subject matter and the conversations of the chat sessions. Based on the gauged interest and intent, profiles or preferences are generated for the users independent of or relevant to the target subject matter. In an embodiment, customer contact information for the users are provided by the autonomous chat bot to a Customer Relationship Management (CRM) system for further engaging the customer with respect to the target subject matter or other subject matters determined to be relevant from the profiles or preferences.",B2,utility,1,6
11196863,2021-12-07,2021,Method and system for virtual assistant conversations,"Techniques and architectures for implementing a team of virtual assistants are described herein. The team may include multiple virtual assistants that are configured with different characteristics, such as different functionality, base language models, levels of training, visual appearances, personalities, and so on. The characteristics of the virtual assistants may be configured by trainers, end-users, and/or a virtual assistant service. The virtual assistants may be presented to end-users in conversation user interfaces to perform different tasks for the users in a conversational manner. The different virtual assistants may adapt to different contexts. The virtual assistants may additionally, or alternatively, interact with each other to carry out tasks for the users, which may be illustrated in conversation user interfaces.",B2,utility,68,176
11197096,2021-12-07,2021,Systems and methods for associating playback devices with voice assistant services,"Systems and methods for media playback via a media playback system include detecting a first wake word via a first network microphone device of a first playback device, detecting a second wake word via a second network microphone device of a second playback device, and forming a bonded zone that includes the first playback device and the second playback device. In response to detecting the first wake word, a first voice first voice utterance following the first wake word is transmitted a first voice assistant service. In response to detecting the second wake word, a second voice utterance following the second wake word is transmitted to a second voice assistant service. Requested media content received from the first and/or second voice assistant service is played back via the first playback device and the second playback device in synchrony with one another.",B2,utility,211,451
11197143,2021-12-07,2021,Virtual partner bypass,"A method and apparatus for bypassing a virtual partner is provided herein. During operation a device will have knowledge of a status of sensors connected to form a personal-area network (PAN) and/or have knowledge of a current incident type assigned to a user. The device will then bypass digital-assistant functionality based on the status of associated PAN devices and/or the incident type. Thus, virtual-partner functionality will be bypassed based on a fact that a public-safety event has occurred. As discussed, the public-safety event may comprise a current incident assigned to a user, or a status of at least one device/sensor connected to form a PAN.",B2,utility,2,12
11200026,2021-12-14,2021,Wireless earpiece with a passive virtual assistant,"A system, method, and wireless earpieces for implementing a virtual assistant in response to user preferences. User preferences associated with a user of the wireless earpieces are received. Data and information about the user and an environment of the user are automatically captured by the wireless earpieces based on the user preferences. A determination is made whether to provide automatic assistance to the user based on the user preferences utilizing the virtual assistant of the wireless earpieces. The automatic assistance is generated through the virtual assistant of the wireless earpieces utilizing the data and the information. The automatic assistance is communicated to the user through the virtual assistant of the wireless earpieces.",B2,utility,131,151
11200027,2021-12-14,2021,Virtual assistant configured to automatically customize groups of actions,"A method includes determining, by an assistant executing at one or more processors, a default group of actions that the assistant is configured to execute in response to receiving a particular audible command. The method includes determining, by the assistant, based on the default group of actions and a user profile associated with a particular user, a custom group of actions that the assistant is configured to execute in response to receiving the particular audible command from the particular user. The method also includes receiving, by the assistant, an indication of the particular audible command, and determining, by the assistant, whether the indication of particular audible command originated from the particular user. The method further includes, responsive to determining that the indication of particular audible command originated from the particular user, executing, by the assistant, each action from the custom group of actions.",B2,utility,0,13
